Artist,Song,Streams,Genre
Eyedress,Teen Spirits,"374,255",
Eyedress,Moisture 2.0,"3,002",
Eyedress,No Competition,"112,246",
Eyedress,Tokyo Ghost,"971,922",
Eyedress,Biolumine,"157,035",
Eyedress,Nature Trips,"7,650,882",
Japanese Breakfast,Paprika,"8,800,892",
Japanese Breakfast,Posing For Cars,"2,848,782",
Japanese Breakfast,"Kokomo, IN","6,211,488",
Japanese Breakfast,Tactics,"2,431,520",
Japanese Breakfast,Sit,"2,424,586",
Japanese Breakfast,In Hell,"2,466,645",
Japanese Breakfast,Slide Tackle,"4,818,795",
Japanese Breakfast,Savage Good Boy,"6,401,970",
Japanese Breakfast,Be Sweet,"22,857,885",
Japanese Breakfast,Black Light,"645,736",
Japanese Breakfast,Red Brick,"492,013",
Japanese Breakfast,You Can Get It,"758,174",
Japanese Breakfast,Ballad 0,"232,216",
Japanese Breakfast,Head Over Heels,"4,787,667",
Japanese Breakfast,Essentially,"5,269,872",
Japanese Breakfast,Road Head - Recorded at Spotify Studios NYC,"1,012,660",
Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,"8,005,545",
Japanese Breakfast,Maybes - Masayoshi Iimori Remix,"107,662",
Japanese Breakfast,Green Tea - Onra Remix,"78,582",
Japanese Breakfast,Maybes - RAC Mix,"16,439,494",
Japanese Breakfast,2042,"1,219,227",
Japanese Breakfast,Posing In Bondage,"5,717,093",
Japanese Breakfast,Maybes,"1,839,421",
Japanese Breakfast,12 Steps,"3,197,417",
Japanese Breakfast,Till Death,"5,945,429",
Japanese Breakfast,Diving Woman,"13,465,798",
Japanese Breakfast,Planetary Ambience,"2,591,981",
Japanese Breakfast,Here Come the Tubular Bells,"1,413,966",
Japanese Breakfast,Jimmy Fallon Big!,"2,131,308",
Japanese Breakfast,Soft Sounds from Another Planet,"5,054,081",
Japanese Breakfast,The Body Is a Blade,"4,768,949",
Japanese Breakfast,This House,"2,742,261",
Japanese Breakfast,Road Head,"29,351,359",
Japanese Breakfast,Boyish,"20,059,921",
Japanese Breakfast,Machinist,"7,360,834",
Japanese Breakfast,Jane Cum - Audiotree Live Version,"254,634",
Japanese Breakfast,The Woman That Loves You - Audiotree Live Version,"271,924",
Japanese Breakfast,In Heaven - Audiotree Live Version,"299,453",
Japanese Breakfast,Heft - Audiotree Live Version,"308,522",
Japanese Breakfast,Everybody Wants to Love You - Audiotree Live Version,"508,909",
Japanese Breakfast,Moon on the Bath,"1,165,967",
Japanese Breakfast,Triple 7,"1,385,212",
Japanese Breakfast,The Woman That Loves You,"4,677,664",
Japanese Breakfast,Jane Cum,"1,719,167",
Japanese Breakfast,Heft,"2,201,904",
Japanese Breakfast,Everybody Wants to Love You,"14,961,291",
Japanese Breakfast,In Heaven,"3,253,470",
Japanese Breakfast,Psychopomp,"1,483,828",
Japanese Breakfast,Rugged Country,"1,859,681",
Mitski,Me and My Husband,"38,225,863",
Mitski,A Horse Named Cold Air,"3,671,754",
Mitski,Lonesome Love,"6,301,455",
Mitski,Why Didn't You Stop Me?,"7,100,099",
Mitski,Come into the Water,"5,068,371",
Mitski,A Pearl,"12,343,685",
Mitski,Washing Machine Heart,"10,194,263",
Mitski,Blue Light,"4,072,504",
Mitski,Remember My Name,"6,985,849",
Mitski,Old Friend,"7,246,147",
Mitski,Pink in the Night,"10,958,010",
Mitski,Two Slow Dancers,"11,965,344",
Mitski,Nobody,"59,109,951",
Mitski,Geyser,"12,712,136",
Mitski,Between the Breaths,"1,182,911",
Mitski,I'm a Fool to Want You,"201,389",
Mitski,Wait,"662,990",
Mitski,A Burning Hill,"12,511,521",
Mitski,Thursday Girl,"5,949,213",
Mitski,Once More to See You,"10,259,795",
Mitski,My Body's Made of Crushed Little Stars,"7,212,828",
Mitski,Fireworks,"10,210,680",
Mitski,I Bet on Losing Dogs,"55,971,529",
Mitski,Dan the Dancer,"4,796,807",
Mitski,A Loving Feeling,"5,538,479",
Mitski,Crack Baby,"7,839,063",
Mitski,Happy,"9,894,741",
Mitski,Your Best American Girl,"42,098,717",
Mitski,I Don't Smoke - Audiotree Live Version,"819,865",
Mitski,Liquid Smooth (Audiotree Live Version),"742,394",
Mitski,Last Words of a Shooting Star (Audiotree Live Version),"1,037,278",
Mitski,Townie,"11,023,282",
Mitski,Drunk Walk Home,"4,672,654",
Mitski,I Will,"7,102,871",
Mitski,Carry Me Out,"5,520,304",
Mitski,Last Words of a Shooting Star,"14,521,823",
Mitski,Jobless Monday,"4,454,919",
Mitski,I Don't Smoke,"6,708,409",
Mitski,Francis Forever,"37,981,704",
Mitski,Texas Reznikoff,"6,105,518",
Mitski,First Love/Late Spring,"37,487,582",
Mitski,Class of 2013 - Audiotree Live Version,"19,862,087",
Mitski,"Goodbye, My Danish Sweetheart","12,760,117",
Mitski,Shame,"2,809,006",
Mitski,Strawberry Blond,"47,470,657",
Mitski,I Want You,"19,808,894",
Mitski,Square,"2,799,953",
Mitski,Circle,"2,130,307",
Mitski,"Because Dreaming Costs Money, My Dear","5,710,011",
Mitski,Humpty,"5,404,980",
Mitski,Shame (Jammin' Out Solo Version),"1,192,827",
Mitski,Square (Solo Piano Version),"1,726,489",
Mitski,Brand New City,"12,853,515",
Mitski,Bag of Bones,"6,282,362",
Mitski,Abbey,"4,057,050",
Mitski,Door,"1,652,044",
Mitski,Eric,"2,381,393",
Mitski,Wife,"3,089,878",
Mitski,Liquid Smooth,"13,307,814",
Mitski,Pearl Diver - Audiotree Live Version,"4,948,945",
Mitski,Real Men,"7,010,247",
PinkPantheress,Noticed I Cried,"7,841,677",
PinkPantheress,Nineteen,"5,950,994",
PinkPantheress,Reason,"11,697,415",
PinkPantheress,All My Friends Know,"11,338,951",
PinkPantheress,Last Valentines,"8,363,111",
PinkPantheress,I Must Apologise,"38,009,442",
PinkPantheress,Just for Me,"113,658,452",
PinkPantheress,Passion,"59,545,653",
PinkPantheress,"Evian (feat. PinkPantheress, Rizloski & Rax)","10,802,548",
PinkPantheress,Reason - Evilgiane Remix,"320,541",
PinkPantheress,Break It Off - Bonus,"138,791,212",
PinkPantheress,Google Meet,"167,246",
PinkPantheress,Just a waste,"25,228,655",
PinkPantheress,Attracted to You,"50,331,429",
PinkPantheress,Pain,"217,069,308",
PinkPantheress,Break it off,"138,791,212",
PinkPantheress,Turn it up,"24,710",
Magdalena Bay,The Beginning,"1,179,594",
Magdalena Bay,Dreamcatching,"1,413,848",
Magdalena Bay,Mercurial World,"2,154,730",
Magdalena Bay,Something for 2,"1,199,306",
Magdalena Bay,The End,"1,205,710",
Magdalena Bay,Halfway,"1,209,838",
Magdalena Bay,Domino,"834,291",
Magdalena Bay,Dawning of the Season,"2,309,686",
Magdalena Bay,Follow The Leader,"827,387",
Magdalena Bay,Prophecy,"822,077",
Magdalena Bay,Hysterical Us,"3,256,800",
Magdalena Bay,You Lose!,"4,833,901",
Magdalena Bay,Secrets (Your Fire),"5,765,264",
Magdalena Bay,Chaeri,"4,831,827",
Magdalena Bay,Push Me Away,"894,102",
Magdalena Bay,Killshot - Slowed + Reverb,"21,294,430",
Magdalena Bay,Sky2Fall - Reprise,"86,007",
Magdalena Bay,Body,"342,780",
Magdalena Bay,I Don't Want to Cry Anymore,"219,497",
Magdalena Bay,Sky2Fall,"535,518",
Magdalena Bay,Hideaway,"314,851",
Magdalena Bay,Woww,"244,846",
Magdalena Bay,Sweet Memory - Magdalena Bay Remix,"26,272",
Magdalena Bay,Live 4ever,"537,346",
Magdalena Bay,Story - Gus Kero Kero Bonito Remix,"153,281",
Magdalena Bay,Superficial Love,"3,553,293",
Magdalena Bay,Stop & Go,"317,499",
Magdalena Bay,Story,"587,368",
Magdalena Bay,Airplane,"633,161",
Magdalena Bay,How to Get Physical,"3,946,897",
Magdalena Bay,Oh Hell,"787,060",
Magdalena Bay,December - Magdalena Bay's Simulation Mix,"24,535",
Magdalena Bay,Power,"112,253",
Magdalena Bay,Killshot,"24,087,442",
Magdalena Bay,Good Intentions,"777,262",
Magdalena Bay,Venice,"2,134,240",
Magdalena Bay,El Dorado,"254,321",
Magdalena Bay,Nothing Baby,"319,424",
Magdalena Bay,Afternoon in Heaven,"274,609",
Magdalena Bay,Turning off the Rain,"220,965",
Magdalena Bay,U Wanna Dance?,"2,398,037",
Magdalena Bay,Mine,"498,834",
Magdalena Bay,Only If You Want It,"383,169",
Magdalena Bay,Money Lover,"423,267",
Magdalena Bay,Ghost,"1,216,714",
Magdalena Bay,The Girls,"500,357",
Magdalena Bay,Waking Up,"719,164",
Magdalena Bay,Move Slow,"447,946",
Magdalena Bay,Drive Alone,"425,168",
Magdalena Bay,Redbone,"1,246,958",
Magdalena Bay,Set Me Off,"200,226",
Magdalena Bay,Neon,"4,697,273",
Magdalena Bay,#wastehistime,"172,138",
Magdalena Bay,Head Over Heels,"201,655",
Spill Tab,Loneliness Pt. II,"1,766,210",
Spill Tab,Cotton Candy,"6,574,803",
Spill Tab,Calvaire,"3,142,023",
Spill Tab,Decompose,"748,977",
Wednesday,Cliff,"178,379",
Wednesday,Three Sisters,"94,453",
Wednesday,Twin Plagues,"316,636",
Wednesday,Birthday Song,"110,687",
Wednesday,Ghost of a Dog,"83,917",
Wednesday,Toothache,"141,884",
Wednesday,Gary's,"104,847",
Wednesday,The Burned Down Dairy Queen,"590,627",
Wednesday,How Can You Live If You Can’t Love How Can You If You Do,"440,911",
Wednesday,One More Last One,"246,353",
Wednesday,Fate Is... - Audiotree Live Version,"36,261",
Wednesday,Handsome Man - Audiotree Live Version,"21,827",
Wednesday,Twin Plagues - Audiotree Live Version,"25,420",
Wednesday,The Burned Down Dairy Queen - Audiotree Live Version,"21,096",
Wednesday,Billboard - Audiotree Live Version,"25,252",
Wednesday,How Can You Live If You Can't Love How Can You If You Do - Audiotree Live Version,"27,132",
Wednesday,Toothache - Audiotree Live Version,"19,535",
Wednesday,Cody's Only - Audiotree Live Version,"29,687",
Wednesday,One More Last One - Audiotree Live Version,"20,399",
Wednesday,Cody's Only,"596,610",
Wednesday,Handsome Man,"1,312,701",
Wednesday,Phish Pepsi,"56,124",
Wednesday,Christiane F,"27,406",
Wednesday,Sacrifice (For Love),"167,553",
Wednesday,My Voice is a Little Horse,"36,849",
Wednesday,Big Money,"32,728",
Wednesday,Terminex,"33,967",
Wednesday,Maura,"2,509,126",
Wednesday,Love Has No Pride - Condemned,"416,244",
Wednesday,Underneath,"253,333",
Wednesday,Coyote,"186,453",
Wednesday,Revenge of the Lawn,"196,859",
Wednesday,November,"1,656,721",
Wednesday,Billboard,"696,046",
Wednesday,Fate Is…,"2,045,351",
Wednesday,Perfect,"144,795",
Wednesday,Unmake Me,"86,306",
Wednesday,House Pool,"231,165",
Wednesday,Perfect (Smashing Pumpkins),"149,020",
Wednesday,Coyote,"66,626",
Wednesday,How Do You Let the Love Into the Heart That Isn't Split Wide Open,"2,529,623",
Men I Trust,Lauren,"21,961,768",
Men I Trust,Humming Man,"2,877,663",
Men I Trust,Offertorio,"808,944",
Men I Trust,Quiet,"1,819,566",
Men I Trust,Curious Fish,"1,313,593",
Men I Trust,Morse Code,"5,705,824",
Men I Trust,Aquarelle,"1,020,038",
Men I Trust,Sad Organ,"960,891",
Men I Trust,Space Is the Place,"1,621,833",
Men I Trust,Out in Myself,"1,371,953",
Men I Trust,Again,"4,253,785",
Men I Trust,Break for Lovers,"3,576,316",
Men I Trust,Introit (feat. Odile),"411,562",
Men I Trust,Extatic Memoirs (feat. James),"615,937",
Men I Trust,A Cycle (feat. Odile),"1,143,147",
Men I Trust,Nasty Ostinato Ad Nauseam Snap Bass Caron,"453,904",
Men I Trust,Opus,"767,340",
Men I Trust,A Prayer (feat. Odile),"770,639",
Men I Trust,Stay True (feat. Helena),"1,549,943",
Men I Trust,Endless Strive (feat. Thomas),"600,474",
Men I Trust,A Closing Word (feat. James),"387,968",
Men I Trust,System (feat. Gabrielle & Marie-Renée),"1,052,533",
Men I Trust,Dazed (feat. Gabrielle & Geoffroy),"3,259,598",
Steve Lacy,Static,"196,421,290",
Steve Lacy,Live Without Your Love (with Steve Lacy) - Mark Broom's Dub Mix,"131,158",
Steve Lacy,Live Without Your Love (with Steve Lacy) - MK Remix,"680,783",
Steve Lacy,Live Without Your Love (with Steve Lacy),"37,366,779",
Steve Lacy,Charge 'Em Blues,"17,691",
Steve Lacy,Skin Tight (feat. Steve Lacy),"16,872,703",
Steve Lacy,Something to Live For,"32,222",
Steve Lacy,The Mystery Song,"123,080",
Steve Lacy,Let's Cool One,"52,765",
Steve Lacy,San Francisco Holiday,"40,333",
Steve Lacy,Epistrophy,"1,401",
Steve Lacy,Blinks,"2,386",
Steve Lacy,Skippy,"22,895",
Steve Lacy,Easy to Love,"17,764",
