Artist,Song,Streams,Genre,Class
The Marias,Loverboy,4714597,,0.30605732170283906
The Marias,Ruthless,26705853,,1.8335749855506365
The Marias,Clueless,25275133,,1.785076063620499
The Marias,Cariño,24819976,,1.7690697951901309
The Marias,Only in My Dreams,45946337,,2.3114949119479418
The Marias,Basta Ya,14216270,,1.2782280844991865
The Marias,Superclean,4690989,,0.30163565076497045
The Marias,I Like It,7618027,,0.7287174559788496
The Marias,Déjate Llevar,8077729,,0.7803270671293929
The Marias,I Don't Know You,64773840,,2.6139894701392157
Sales,Sorry Bro,16561083,,1.391199218077645
Sales,Crash,2958290,,0.2894953145712762
Sales,Pope Is a Rockstar,36812760,,1.9021179860520196
Sales,Best Times,2852103,,0.26611427287180534
Sales,Jamz,17879187,,1.4401821854935295
Sales,Big Sis,31588495,,1.8042236566268304
Sales,Toto (Xxyyxx Remix),2124402,,0.07770483991317123
Sales,Getting It On,21556556,,1.5598178145064705
Sales,Chinese New Year,78570502,,2.387044554653067
Sales,Renee,26352606,,1.6883086066890476
Mother Mother,Heart Heavy,2318,,0.0
Mother Mother,Burning Pile,89678609,,2.372379142247129
Mother Mother,Absinth Tears - Feat. Mother Mother,85940,,0.5177490772079347
Mother Mother,Body Of Years,4983562,,1.6011862285591512
Mother Mother,O My Heart,7670946,,1.716273286621317
Mother Mother,Sleep Awake,3981029,,1.5412525998490696
Mother Mother,Try To Change,3348600,,1.4950897086641384
Mother Mother,Miles,3410790,,1.5
Mother Mother,Wisdom,6366053,,1.666518097398968
Mother Mother,Wrecking Ball,27446244,,2.0564389646454773
Mother Mother,Ghosting,47227016,,2.2012632262589493
Mother Mother,Body,50692938,,2.2201610207894955
Mother Mother,Arms Tonite,77283105,,2.332684745937971
Mother Mother,Hayloft,176297507,,2.552747631489458
Mother Mother,Oh Ana,74299082,,2.322177420481689
Mother Mother,Tic Toc,3524304,,1.5087361045202916
Mother Mother,Touch Up,1909950,,1.3452679739495834
Mother Mother,Verbatim,101129837,,2.4044461739787484
Mother Mother,Little Hands,1180916,,1.2169746080920318
Mother Mother,Ball Cap,1537735,,1.287425878703617
Mother Mother,Neighbour,3764438,,1.526325067968766
Mother Mother,Train Of Thought,1223464,,1.2264196329181816
Mother Mother,Legs Away,3068938,,1.4718183309627717
Mother Mother,Polynesia,1752085,,1.322247490076956
Mother Mother,Angry Sea,1818549,,1.3321826106869399
Mother Mother,Dirty Town,6162706,,1.657855465381336
Mother Mother,Love And Truth,1875094,,1.3403532317264177
Mother Mother,Fat Kids,26554,,0.2043598845749477
Mother Mother,Babies,23368,,0.17025558827847065
Mother Mother,Mamma Told Me,24010,,0.17748742538277384
Mother Mother,Home Recording,19542,,0.12254628618502972
Nilüfer Yanya,Day 7.5093,457426,,0.9736370083490649
Nilüfer Yanya,Same Damn Luck,1759334,,1.5359685335002458
Nilüfer Yanya,Crash,1786057,,1.5422615673762603
Nilüfer Yanya,Super Rich Kids - triple j Like A Version,866872,,1.2405003132851844
Nilüfer Yanya,H34T RISES,2764807,,1.7246691711961317
Nilüfer Yanya,Damascus,37076,,0.0
Nilüfer Yanya,Melt,1049215,,1.320193396557193
Nilüfer Yanya,Heat Rises,1293145,,1.4074542776948409
Nilüfer Yanya,Warning,1001,,0.0
Nilüfer Yanya,“Sparkle” GOD HELP ME,489756,,1.0021452945622245
Nilüfer Yanya,Baby Blu,9737014,,2.2502192777370937
Nilüfer Yanya,WWAY HEALTH ™,665888,,1.1303906114355073
Nilüfer Yanya,Experience?,652591,,1.1219703508163312
Nilüfer Yanya,Give Up Function,359196,,0.8727208056014351
Nilüfer Yanya,Paralysed,1533258,,1.4785527650805128
Nilüfer Yanya,Angels,1083585,,1.33364882737048
Nilüfer Yanya,The Unordained,555811,,1.054960965987596
Nilüfer Yanya,Paradise,1188170,,1.37211204748429
Nilüfer Yanya,Tears,2356326,,1.6579331619490074
Nilüfer Yanya,In Your Head,4267997,,1.9059135328018164
Nilüfer Yanya,Heavyweight Champion of the Year,4155773,,1.8947901764113317
Nilüfer Yanya,Thanks 4 Nothing - Jazzi Bobbi Remix,138435,,0.47470089201081933
Nilüfer Yanya,Thanks 4 Nothing,4519282,,1.9297950267323714
Nilüfer Yanya,Baby Luv,5981373,,2.0468040622703714
Nilüfer Yanya,Sliding Doors,3484114,,1.8212007429768744
Nilüfer Yanya,Golden Cage,3194503,,1.7849737870527953
Nilüfer Yanya,Keep on Calling,14057147,,2.403504206708657
Nilüfer Yanya,Hey - NTS Live Session,1699186,,1.521447234919488
Nilüfer Yanya,Small Crimes,2093863,,1.608635676944981
Nilüfer Yanya,Hey,7304427,,2.1302226144886287
Eyedress,Jealous,87182045,,2.3283131251830778
Eyedress,Trauma,957182,,2.090585510019446
Eyedress,I Don't Wanna Be Your Friend,3167029,,2.5929834428584284
Eyedress,Serotonin Shawty,42445,,0.7823694681819564
Eyedress,Caviar,89179,,1.0940913420074754
Eyedress,I Know They Hating,66249,,0.9692969167457501
Eyedress,Detective Pikachu,12338,,0.2636332134858901
Eyedress,Sensitive G,358012,,1.6776743876689453
Eyedress,PTSD,187800,,1.4067797460341356
Eyedress,My Child / Old Soul,137323,,1.2753436184435276
Eyedress,Stay Calm,1130383,,2.160417540772781
Eyedress,Young Old Man,140653,,1.2854036602318004
Eyedress,Babygirl,280377,,1.575045223978081
Eyedress,Sleeping on the Couch,157867,,1.333880323261316
Eyedress,Cure for Cancer,248652,,1.5246270487115148
Eyedress,Suntory Times,151772,,1.3173486599998383
Eyedress,Ancient Love,180183,,1.3893952911229965
Eyedress,No Love in the City,319714,,1.6301705399909376
Eyedress,Window Eyes,1010084,,2.113172506367438
Eyedress,White Girl,184241,,1.3987464587257572
Eyedress,Nice Girl from a Nice Part of Town,222389,,1.4777587049258833
Eyedress,Xenophobic,3388164,,2.621322271552695
Eyedress,Alone Time,576838,,1.8779499825463646
Eyedress,Be a Better Friend,1497472,,2.278494161570606
Eyedress,No Fun,300954,,1.604781306652445
Eyedress,Toxic Masculinity,800317,,2.015434827966884
Eyedress,Things That Mean a Lot,101933,,1.1502148849172
Eyedress,Bolero Lang Sila - feat. Sexy Jay,245942,,1.5200258791439512
Eyedress,Gwapo ko Galing Sa'Yo,337145,,1.6524598180461547
Eyedress,Cocaine Sunday,140206,,1.2840671827265893
Eyedress,Detonate Interlude,1045,,0.0
Eyedress,Girls,29534,,0.6301006819204836
Eyedress,Love All Around,204536,,1.4426223968026373
Eyedress,Pentagram Land,151251,,1.315904867130082
Eyedress,Third Eye Kisses,364341,,1.6850320648159918
Eyedress,Used to Be Good Friends,234487,,1.5
Eyedress,Feel Like Givinig Up,214419,,1.462435163326856
Eyedress,Family Tree,156146,,1.3292779692014907
Eyedress,Sofia Coppola,685525,,1.9504293577564724
Eyedress,Big Shoes,427676,,1.7523268902476759
Eyedress,Can't Run From Pain,319424,,1.6297895204664077
Eyedress,Look Past the Past,83265,,1.0652813096538893
Eyedress,Living Room,89852,,1.0972480122929813
Eyedress,Sticky Green Leaves,99038,,1.1381176505206265
Eyedress,Separation Anxiety,6422236,,2.8898201317798105
Eyedress,Manila Ice,3323993,,2.6132937605839714
Eyedress,High Street Drive By,637754,,1.92010118627084
Eyedress,Where My Girl At?,158844,,1.3364707734910697
Eyedress,Stills - Eyedress Remix,7931,,0.07810939896869806
Eyedress,When I'm Gone,725844,,1.9744249761454848
Eyedress,My Hologram,290180,,1.5894745612176093
Eyedress,Teen Spirits,374255,,1.6963043527296304
Eyedress,Moisture 2.0,3002,,0.0
Eyedress,No Competition,112246,,1.1906804167774576
Eyedress,Tokyo Ghost,971922,,2.097001963427131
Eyedress,Biolumine,157035,,1.3316616601583102
Eyedress,Nature Trips,7650882,,2.9633203536998747
Japanese Breakfast,Paprika,8800892,,2.1935843034892493
Japanese Breakfast,Posing For Cars,2848782,,1.578537106700754
Japanese Breakfast,"Kokomo, IN",6211488,,2.003582426922953
Japanese Breakfast,Tactics,2431520,,1.4921795016987758
Japanese Breakfast,Sit,2424586,,1.4906223173420916
Japanese Breakfast,In Hell,2466645,,1.5
Japanese Breakfast,Slide Tackle,4818795,,1.8651503268486413
Japanese Breakfast,Savage Good Boy,6401970,,2.0200525544645704
Japanese Breakfast,Be Sweet,22857885,,2.7140165895411035
Japanese Breakfast,Black Light,645736,,0.769212542884547
Japanese Breakfast,Red Brick,492013,,0.6209608385902723
Japanese Breakfast,You Can Get It,758174,,0.8567408668577133
Japanese Breakfast,Ballad 0,232216,,0.21155061122103058
Japanese Breakfast,Head Over Heels,4787667,,1.8616165964312366
Japanese Breakfast,Essentially,5269872,,1.9139425600783015
Japanese Breakfast,Road Head - Recorded at Spotify Studios NYC,1012660,,1.0145552692340443
Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,8005545,,2.1419367559183455
Japanese Breakfast,Maybes - Masayoshi Iimori Remix,107662,,0.0
Japanese Breakfast,Green Tea - Onra Remix,78582,,0.0
Japanese Breakfast,Maybes - RAC Mix,16439494,,2.5342893225556544
Japanese Breakfast,2042,1219227,,1.1157778173997965
Japanese Breakfast,Posing In Bondage,5717093,,1.9583574544853617
Japanese Breakfast,Maybes,1839421,,1.3400124804672713
Japanese Breakfast,12 Steps,3197417,,1.6414898502363235
Japanese Breakfast,Till Death,5945429,,1.9797115694089689
Japanese Breakfast,Diving Woman,13465798,,2.425488971600199
Japanese Breakfast,Planetary Ambience,2591981,,1.5270256542215894
Japanese Breakfast,Here Come the Tubular Bells,1413966,,1.1965771568353643
Japanese Breakfast,Jimmy Fallon Big!,2131308,,1.420323034467581
Japanese Breakfast,Soft Sounds from Another Planet,5054081,,1.8911446666084362
Japanese Breakfast,The Body Is a Blade,4768949,,1.8594806025302106
Japanese Breakfast,This House,2742261,,1.5577574179121418
Japanese Breakfast,Road Head,29351359,,2.850358202762352
Japanese Breakfast,Boyish,20059921,,2.6428190079817333
Japanese Breakfast,Machinist,7360834,,2.0961549685466707
Japanese Breakfast,Jane Cum - Audiotree Live Version,254634,,0.26180238222304797
Japanese Breakfast,The Woman That Loves You - Audiotree Live Version,271924,,0.2976241918498015
Japanese Breakfast,In Heaven - Audiotree Live Version,299453,,0.3502073637244474
Japanese Breakfast,Heft - Audiotree Live Version,308522,,0.3664759083446725
Japanese Breakfast,Everybody Wants to Love You - Audiotree Live Version,508909,,0.6393714533353201
Japanese Breakfast,Moon on the Bath,1165967,,1.0914225152358104
Japanese Breakfast,Triple 7,1385212,,1.1853743472367881
Japanese Breakfast,The Woman That Loves You,4677664,,1.8489420501354166
Japanese Breakfast,Jane Cum,1719167,,1.3031460399345078
Japanese Breakfast,Heft,2201904,,1.4380916103727621
Japanese Breakfast,Everybody Wants to Love You,14961291,,2.4829134864063085
Japanese Breakfast,In Heaven,3253470,,1.650966055497046
Japanese Breakfast,Psychopomp,1483828,,1.2228738782163422
Japanese Breakfast,Rugged Country,1859681,,1.3459854662173605
Mitski,Me and My Husband,38225863,,2.650220723766308
Mitski,A Horse Named Cold Air,3671754,,1.10162691815839
Mitski,Lonesome Love,6301455,,1.4586344688025963
Mitski,Why Didn't You Stop Me?,7100099,,1.5375090950883583
Mitski,Come into the Water,5068371,,1.3146967488069656
Mitski,A Pearl,12343685,,1.9030598264660217
Mitski,Washing Machine Heart,10194263,,1.776599712350213
Mitski,Blue Light,4072504,,1.1700978307053238
Mitski,Remember My Name,6985849,,1.526786399163089
Mitski,Old Friend,7246147,,1.5509675958632507
Mitski,Pink in the Night,10958010,,1.8243532635211777
Mitski,Two Slow Dancers,11965344,,1.8824831499310233
Mitski,Nobody,59109951,,2.938337316179888
Mitski,Geyser,12712136,,1.9225011923935447
Mitski,Between the Breaths,1182911,,0.35293062408266707
Mitski,I'm a Fool to Want You,201389,,0.0
Mitski,Wait,662990,,0.0
Mitski,A Burning Hill,12511521,,1.9119866863850863
Mitski,Thursday Girl,5949213,,1.4206133036782096
Mitski,Once More to See You,10259795,,1.780835164534882
Mitski,My Body's Made of Crushed Little Stars,7212828,,1.5479212475333095
Mitski,Fireworks,10210680,,1.7776633234565353
Mitski,I Bet on Losing Dogs,55971529,,2.9022762972812366
Mitski,Dan the Dancer,4796807,,1.2782967543815456
Mitski,A Loving Feeling,5538479,,1.3733267828456124
Mitski,Crack Baby,7839063,,1.6029540194039913
Mitski,Happy,9894741,,1.756887886066889
Mitski,Your Best American Girl,42098717,,2.7140094491443754
Mitski,I Don't Smoke - Audiotree Live Version,819865,,0.11061621605936134
Mitski,Liquid Smooth (Audiotree Live Version),742394,,0.0450067750128027
Mitski,Last Words of a Shooting Star (Audiotree Live Version),1037278,,0.2660910070897047
Mitski,Townie,11023282,,1.8282788029318249
Mitski,Drunk Walk Home,4672654,,1.2609634583943863
Mitski,I Will,7102871,,1.5377671061945906
Mitski,Carry Me Out,5520304,,1.3711541227095718
Mitski,Last Words of a Shooting Star,14521823,,2.0104758325538445
Mitski,Jobless Monday,4454919,,1.229422155167013
Mitski,I Don't Smoke,6708409,,1.5
Mitski,Francis Forever,37981704,,2.645985264437318
Mitski,Texas Reznikoff,6105518,,1.4377554033370812
Mitski,First Love/Late Spring,37487582,,2.637329716940207
Mitski,Class of 2013 - Audiotree Live Version,19862087,,2.2174713408283333
Mitski,"Goodbye, My Danish Sweetheart",12760117,,1.9249913498853908
Mitski,Shame,2809006,,0.9245884072511721
Mitski,Strawberry Blond,47470657,,2.7933906273847
Mitski,I Want You,19808894,,2.2156987594477124
Mitski,Square,2799953,,0.9224546997823221
Mitski,Circle,2130307,,0.7417822622727297
Mitski,"Because Dreaming Costs Money, My Dear",5710011,,1.3934876364067192
Mitski,Humpty,5404980,,1.3571992006937141
Mitski,Shame (Jammin' Out Solo Version),1192827,,0.3584484059848809
Mitski,Square (Solo Piano Version),1726489,,0.6028581007960263
Mitski,Brand New City,12853515,,1.9298118567102307
Mitski,Bag of Bones,6282362,,1.4566286742704004
Mitski,Abbey,4057050,,1.1675847930028334
Mitski,Door,1652044,,0.573723986861854
Mitski,Eric,2381393,,0.8154293291573331
Mitski,Wife,3089878,,0.9875812732059503
Mitski,Liquid Smooth,13307814,,1.9527707000918275
Mitski,Pearl Diver - Audiotree Live Version,4948945,,1.2989354354624643
Mitski,Real Men,7010247,,1.5290908746476402
PinkPantheress,Noticed I Cried,7841677,,1.377761951615944
PinkPantheress,Nineteen,5950994,,1.293432071474074
PinkPantheress,Reason,11697415,,1.5
PinkPantheress,All My Friends Know,11338951,,1.4904866127822698
PinkPantheress,Last Valentines,8363111,,1.3974396579416457
PinkPantheress,I Must Apologise,38009442,,1.8602100993968538
PinkPantheress,Just for Me,113658452,,2.1950188242574664
PinkPantheress,Passion,59545653,,1.9974235193288807
PinkPantheress,"Evian (feat. PinkPantheress, Rizloski & Rax)",10802548,,1.475673794255047
PinkPantheress,Reason - Evilgiane Remix,320541,,0.40050744567182117
PinkPantheress,Break It Off - Bonus,138791212,,2.2560813789374023
PinkPantheress,Google Meet,167246,,0.20166292709557498
PinkPantheress,Just a waste,25228655,,1.7349340912906595
PinkPantheress,Attracted to You,50331429,,1.9460379256987959
PinkPantheress,Pain,217069308,,2.3927865707162908
PinkPantheress,Break it off,138791212,,2.2560813789374023
PinkPantheress,Turn it up,24710,,0.0
Magdalena Bay,The Beginning,1179594,,1.8043924871961614
Magdalena Bay,Dreamcatching,1413848,,1.903116381356921
Magdalena Bay,Mercurial World,2154730,,2.132752381145341
Magdalena Bay,Something for 2,1199306,,1.8134246327670356
Magdalena Bay,The End,1205710,,1.8163270568437586
Magdalena Bay,Halfway,1209838,,1.8181897912199572
Magdalena Bay,Domino,834291,,1.615635411816872
Magdalena Bay,Dawning of the Season,2309686,,2.1706005514002538
Magdalena Bay,Follow The Leader,827387,,1.6111066160231398
Magdalena Bay,Prophecy,822077,,1.6075976472542233
Magdalena Bay,Hysterical Us,3256800,,2.357880910215902
Magdalena Bay,You Lose!,4833901,,2.5731062625801853
Magdalena Bay,Secrets (Your Fire),5765264,,2.6691337656415244
Magdalena Bay,Chaeri,4831827,,2.572872378345405
Magdalena Bay,Push Me Away,894102,,1.6533698908053545
Magdalena Bay,Killshot - Slowed + Reverb,21294430,,2.1270761082090397
Magdalena Bay,Sky2Fall - Reprise,86007,,0.3773163949718237
Magdalena Bay,Body,342780,,1.1308620419795372
Magdalena Bay,I Don't Want to Cry Anymore,219497,,0.8879288373896277
Magdalena Bay,Sky2Fall,535518,,1.3740110517061224
Magdalena Bay,Hideaway,314851,,1.0845429601706988
Magdalena Bay,Woww,244846,,0.9474921562298847
Magdalena Bay,Sweet Memory - Magdalena Bay Remix,26272,,0.0
Magdalena Bay,Live 4ever,537346,,1.3758682487289122
Magdalena Bay,Story - Gus Kero Kero Bonito Remix,153281,,0.6922389304916617
Magdalena Bay,Superficial Love,3553293,,2.4053665999109217
Magdalena Bay,Stop & Go,317499,,1.089107410362375
Magdalena Bay,Story,587368,,1.4243782878880902
Magdalena Bay,Airplane,633161,,1.4652931447789441
Magdalena Bay,How to Get Physical,3946897,,2.4626215631300985
Magdalena Bay,Oh Hell,787060,,1.583874036314302
Magdalena Bay,December - Magdalena Bay's Simulation Mix,24535,,0.0
Magdalena Bay,Power,112253,,0.5224630082876232
Magdalena Bay,Killshot,24087442,,2.149465649968593
Magdalena Bay,Good Intentions,777262,,1.5770468264103021
Magdalena Bay,Venice,2134240,,2.127545005579931
Magdalena Bay,El Dorado,254321,,0.968184544958034
Magdalena Bay,Nothing Baby,319424,,1.092401766977888
Magdalena Bay,Afternoon in Heaven,274609,,1.010013725902858
Magdalena Bay,Turning off the Rain,220965,,0.8915616591865139
Magdalena Bay,U Wanna Dance?,2398037,,2.1910592605590256
Magdalena Bay,Mine,498834,,1.3353372806497268
Magdalena Bay,Only If You Want It,383169,,1.1915680037477094
Magdalena Bay,Money Lover,423267,,1.2458101499675711
Magdalena Bay,Ghost,1216714,,1.8212784783569689
Magdalena Bay,The Girls,500357,,1.3369986940397147
Magdalena Bay,Waking Up,719164,,1.534706855221055
Magdalena Bay,Move Slow,447946,,1.2766949836232533
Magdalena Bay,Drive Alone,425168,,1.2482523998279353
Magdalena Bay,Redbone,1246958,,1.8346599739693288
Magdalena Bay,Set Me Off,200226,,0.8378479849766729
Magdalena Bay,Neon,4697273,,2.5574801905666513
Magdalena Bay,#wastehistime,172138,,0.7554714773413252
Magdalena Bay,Head Over Heels,201655,,0.8417237842152843
Spill Tab,Loneliness Pt. II,1766210,,1.228330369068483
Spill Tab,Cotton Candy,6574803,,2.468142234209693
Spill Tab,Calvaire,3142023,,1.7716696309315152
Spill Tab,Decompose,748977,,0.419135334926954
Wednesday,Cliff,178379,,1.619783392003913
Wednesday,Three Sisters,94453,,1.287066425175935
Wednesday,Twin Plagues,316636,,1.920074869814886
Wednesday,Birthday Song,110687,,1.370063400102539
Wednesday,Ghost of a Dog,83917,,1.2251740447258233
Wednesday,Toothache,141884,,1.5
Wednesday,Gary's,104847,,1.3416984775920642
Wednesday,The Burned Down Dairy Queen,590627,,2.246317131543506
Wednesday,How Can You Live If You Can’t Love How Can You If You Do,440911,,2.0933345115944966
Wednesday,One More Last One,246353,,1.788733181532944
Wednesday,Fate Is... - Audiotree Live Version,36261,,0.7860872873994535
Wednesday,Handsome Man - Audiotree Live Version,21827,,0.5204714063975628
Wednesday,Twin Plagues - Audiotree Live Version,25420,,0.6002132164928267
Wednesday,The Burned Down Dairy Queen - Audiotree Live Version,21096,,0.5026463332105515
Wednesday,Billboard - Audiotree Live Version,25252,,0.5967433885053066
Wednesday,How Can You Live If You Can't Love How Can You If You Do - Audiotree Live Version,27132,,0.6343194639070004
Wednesday,Toothache - Audiotree Live Version,19535,,0.4624191090457386
Wednesday,Cody's Only - Audiotree Live Version,29687,,0.6814125608439763
Wednesday,One More Last One - Audiotree Live Version,20399,,0.48506551095820916
Wednesday,Cody's Only,596610,,2.2515914552995886
Wednesday,Handsome Man,1312701,,2.664255555015915
Wednesday,Phish Pepsi,56124,,1.0146712809112146
Wednesday,Christiane F,27406,,0.6395774731216904
Wednesday,Sacrifice (For Love),167553,,1.587019244420452
Wednesday,My Voice is a Little Horse,36849,,0.7945047323628189
Wednesday,Big Money,32728,,0.7324442298501388
Wednesday,Terminex,33967,,0.7518887500113852
Wednesday,Maura,2509126,,2.0010917427456394
Wednesday,Love Has No Pride - Condemned,416244,,2.0632073547524605
Wednesday,Underneath,253333,,1.803353842689715
Wednesday,Coyote,186453,,1.6429491553737199
Wednesday,Revenge of the Lawn,196859,,1.671368766001686
Wednesday,November,1656721,,2.7860558083038094
Wednesday,Billboard,696046,,2.332259416665393
Wednesday,Fate Is…,2045351,,2.896330656487357
Wednesday,Perfect,144795,,1.5106277292414136
Wednesday,Unmake Me,86306,,1.2398634286787942
Wednesday,House Pool,231165,,1.7554336752897912
Wednesday,Perfect (Smashing Pumpkins),149020,,1.5256786125855453
Wednesday,Coyote,66626,,1.1044324897262685
Wednesday,How Do You Let the Love Into the Heart That Isn't Split Wide Open,2529623,,2.0025109009245607
Men I Trust,Lauren,21961768,,2.2885529229153816
Men I Trust,Humming Man,2877663,,2.238943261902094
Men I Trust,Offertorio,808944,,1.223206170249115
Men I Trust,Quiet,1819566,,1.8720459485739718
Men I Trust,Curious Fish,1313593,,1.6112433670210118
Men I Trust,Morse Code,5705824,,2.7868385735398773
Men I Trust,Aquarelle,1020038,,1.4087960054264055
Men I Trust,Sad Organ,960891,,1.3609835473477228
Men I Trust,Space Is the Place,1621833,,1.7799647286504012
Men I Trust,Out in Myself,1371953,,1.6460369642129071
Men I Trust,Again,4253785,,2.551772332195317
Men I Trust,Break for Lovers,3576316,,2.4129185327416685
Men I Trust,Introit (feat. Odile),411562,,0.682306464975614
Men I Trust,Extatic Memoirs (feat. James),615937,,1.0050236558973553
Men I Trust,A Cycle (feat. Odile),1143147,,1.5
Men I Trust,Nasty Ostinato Ad Nauseam Snap Bass Caron,453904,,0.7606883678281542
Men I Trust,Opus,767340,,1.180944219843676
Men I Trust,A Prayer (feat. Odile),770639,,1.1843780641542496
Men I Trust,Stay True (feat. Helena),1549943,,1.7436745859187406
Men I Trust,Endless Strive (feat. Thomas),600474,,0.9846727059129362
Men I Trust,A Closing Word (feat. James),387968,,0.6350522637389662
Men I Trust,System (feat. Gabrielle & Marie-Renée),1052533,,1.4338969973432143
Men I Trust,Dazed (feat. Gabrielle & Geoffroy),3259598,,2.3386960187468886
Steve Lacy,Static,196421290,,2.1114664524561637
Steve Lacy,Live Without Your Love (with Steve Lacy) - Mark Broom's Dub Mix,131158,,1.7293698675091231
Steve Lacy,Live Without Your Love (with Steve Lacy) - MK Remix,680783,,2.090879782629139
Steve Lacy,Live Without Your Love (with Steve Lacy),37366779,,2.9701136424129584
Steve Lacy,Charge 'Em Blues,17691,,1.2896098933970228
Steve Lacy,Skin Tight (feat. Steve Lacy),16872703,,2.7955781722510116
Steve Lacy,Something to Live For,32222,,1.4212258611652069
Steve Lacy,The Mystery Song,123080,,1.7154156218404422
Steve Lacy,Let's Cool One,52765,,1.529489202057241
Steve Lacy,San Francisco Holiday,40333,,1.4705107979427587
Steve Lacy,Epistrophy,1401,,0.7330849869594245
Steve Lacy,Blinks,2386,,0.8498987741230555
Steve Lacy,Skippy,22895,,1.3462125427242861
Steve Lacy,Easy to Love,17764,,1.2905137960755948
